,City,Province,City_ID,Population 2021,Land Area (sqKM)
351,St. Pauls,Newfoundland and Labrador,2021A00051009020,202.0,6.34
352,Trout River,Newfoundland and Labrador,2021A00051009010,508.0,5.83
353,"Woody Point, Bonne Bay",Newfoundland and Labrador,2021A00051009011,244.0,3.78
354,Division No. 10,Newfoundland and Labrador,2021A00031010,24332.0,191691.09
355,"Cartwright, Labrador",Newfoundland and Labrador,2021A00051010012,439.0,5.87
356,Charlottetown (Labrador),Newfoundland and Labrador,2021A00051010013,292.0,26.47
357,"Division No. 10, Subd. A",Newfoundland and Labrador,2021A00051010001,55.0,3673.46
358,"Division No. 10, Subd. B",Newfoundland and Labrador,2021A00051010008,211.0,35501.56
359,"Division No. 10, Subd. C",Newfoundland and Labrador,2021A00051010020,54.0,62096.93
360,"Division No. 10, Subd. D",Newfoundland and Labrador,2021A00051010029,732.0,64922.38
361,"Division No. 10, Subd. E",Newfoundland and Labrador,2021A00051010042,0.0,24865.49
362,Forteau,Newfoundland and Labrador,2021A00051010005,377.0,7.5
363,Happy Valley-Goose Bay,Newfoundland and Labrador,2021A00051010025,8040.0,304.52
364,L'Anse au Loup,Newfoundland and Labrador,2021A00051010002,692.0,3.39
365,L'Anse-au-Clair,Newfoundland and Labrador,2021A00051010004,219.0,60.65
366,Labrador City,Newfoundland and Labrador,2021A00051010032,7412.0,34.11
367,Mary's Harbour,Newfoundland and Labrador,2021A00051010011,312.0,34.25
368,Natuashish 2,Newfoundland and Labrador,2021A00051010801,856.0,44.01
369,North West River,Newfoundland and Labrador,2021A00051010022,560.0,3.55
370,Pinware,Newfoundland and Labrador,2021A00051010007,64.0,4.08
371,Port Hope Simpson,Newfoundland and Labrador,2021A00051010009,403.0,32.02
372,Red Bay,Newfoundland and Labrador,2021A00051010003,142.0,2.31
373,Sheshatshiu 3,Newfoundland and Labrador,2021A00051010802,1225.0,8.48
374,St. Lewis,Newfoundland and Labrador,2021A00051010010,181.0,10.04
375,Wabush,Newfoundland and Labrador,2021A00051010034,1964.0,42.42
376,West St. Modeste,Newfoundland and Labrador,2021A00051010006,102.0,7.6
377,Division No. 11,Newfoundland and Labrador,2021A00031011,2323.0,66787.13
378,"Division No. 11, Subd. C",Newfoundland and Labrador,2021A00051011005,0.0,26193.25
379,"Division No. 11, Subd. E",Newfoundland and Labrador,2021A00051011040,0.0,40487.59
380,Hopedale,Newfoundland and Labrador,2021A00051011030,596.0,2.18
381,Makkovik,Newfoundland and Labrador,2021A00051011020,365.0,2.95
382,Nain,Newfoundland and Labrador,2021A00051011035,847.0,93.5
383,Postville,Newfoundland and Labrador,2021A00051011015,188.0,2.39
384,Rigolet,Newfoundland and Labrador,2021A00051011010,327.0,5.27
386,Kings,Prince Edward Island,2021A00031101,18327.0,1687.58
387,Annandale - Little Pond - Howe Bay,Prince Edward Island,2021A00051101030,223.0,31.87
388,Cardigan,Prince Edward Island,2021A00051101020,125.0,50.18
389,Central Kings,Prince Edward Island,2021A00051101025,135.0,33.02
390,Central Kings,Prince Edward Island,2021A00051101027,386.0,72.94
391,"East River, Part 2",Prince Edward Island,2021A00051101052,575.0,74.64
392,Eastern Kings,Prince Edward Island,2021A00051101040,687.0,141.12
393,Morell,Prince Edward Island,2021A00051101043,1209.0,155.29
394,Morell,Prince Edward Island,2021A00051101048,269.0,1.49
395,Morell 2,Prince Edward Island,2021A00051101050,25.0,0.78
396,Murray Harbour,Prince Edward Island,2021A00051101002,282.0,3.9
397,Murray Harbour,Prince Edward Island,2021A00051101003,628.0,42.77
398,Murray River,Prince Edward Island,2021A00051101004,337.0,1.54
399,"Murray River, Part 1",Prince Edward Island,2021A00051101005,1422.0,174.78
400,Souris,Prince Edward Island,2021A00051101035,1766.0,272.55
401,Souris,Prince Edward Island,2021A00051101036,1079.0,3.61
402,Souris West,Prince Edward Island,2021A00051101033,379.0,7.73
403,St. Peters,Prince Edward Island,2021A00051101037,686.0,183.44
404,St. Peters Bay,Prince Edward Island,2021A00051101044,231.0,4.44
405,Three Rivers,Prince Edward Island,2021A00051101045,7883.0,431.47
406,Prince,Prince Edward Island,2021A00031103,46234.0,2006.27
407,Abram-Village,Prince Edward Island,2021A00051103027,340.0,1.36
408,Alberton,Prince Edward Island,2021A00051103052,1301.0,4.7
409,Alberton,Prince Edward Island,2021A00051103064,2230.0,157.28
410,Bedeque and Area,Prince Edward Island,2021A00051103015,311.0,2.26
411,Borden,Prince Edward Island,2021A00051103002,809.0,54.07
412,Borden-Carleton,Prince Edward Island,2021A00051103005,788.0,12.94
413,Central Prince,Prince Edward Island,2021A00051103043,1129.0,133.78
414,"Crapaud, Part 2",Prince Edward Island,2021A00051103004,548.0,51.68
415,Greenmount-Montrose,Prince Edward Island,2021A00051103055,262.0,26.03
416,Kensington,Prince Edward Island,2021A00051103014,1812.0,3.17
417,"Kensington, Part 1",Prince Edward Island,2021A00051103067,3090.0,155.16
418,Kinkora,Prince Edward Island,2021A00051103003,1285.0,134.13
419,Kinkora,Prince Edward Island,2021A00051103008,388.0,3.97
420,Lennox Island 1,Prince Edward Island,2021A00051103035,308.0,5.59
421,Linkletter,Prince Edward Island,2021A00051103023,315.0,7.88
422,Lot 11 and Area,Prince Edward Island,2021A00051103039,617.0,102.61
423,Malpeque Bay,Prince Edward Island,2021A00051103007,1191.0,98.97
424,Miminegash,Prince Edward Island,2021A00051103062,148.0,1.88
425,Miminegash,Prince Edward Island,2021A00051103063,1089.0,100.17
426,Miscouche,Prince Edward Island,2021A00051103024,992.0,3.49
427,Miscouche,Prince Edward Island,2021A00051103040,849.0,85.54
428,Northport,Prince Edward Island,2021A00051103050,157.0,1.73
429,O'Leary,Prince Edward Island,2021A00051103042,876.0,1.83
430,O'Leary,Prince Edward Island,2021A00051103065,2566.0,375.5
431,Sherbrooke,Prince Edward Island,2021A00051103018,178.0,8.94
432,St. Felix,Prince Edward Island,2021A00051103053,314.0,11.54
433,St. Louis,Prince Edward Island,2021A00051103057,69.0,0.68
434,St. Nicholas,Prince Edward Island,2021A00051103022,218.0,20.73
435,Summerside,Prince Edward Island,2021A00051103025,16001.0,28.21
436,Tignish,Prince Edward Island,2021A00051103059,744.0,5.87
437,Tignish,Prince Edward Island,2021A00051103061,1800.0,104.43
438,Tignish Shore,Prince Edward Island,2021A00051103060,64.0,1.65
439,Tyne Valley,Prince Edward Island,2021A00051103021,669.0,87.63
440,Tyne Valley,Prince Edward Island,2021A00051103033,229.0,1.94
441,Victoria,Prince Edward Island,2021A00051103068,87.0,7.07
442,Wellington,Prince Edward Island,2021A00051103020,1811.0,172.1
443,Wellington,Prince Edward Island,2021A00051103029,414.0,1.7
444,West Point,Prince Edward Island,2021A00051103066,235.0,28.08
445,Queens,Prince Edward Island,2021A00031102,89770.0,1987.32
446,Alexandra,Prince Edward Island,2021A00051102013,252.0,10.35
447,Belfast,Prince Edward Island,2021A00051102002,1687.0,229.27
448,Brackley,Prince Edward Island,2021A00051102055,586.0,18.75
449,Breadalbane,Prince Edward Island,2021A00051102051,170.0,12.67
450,Charlottetown,Prince Edward Island,2021A00051102075,38809.0,44.27
451,Clyde River,Prince Edward Island,2021A00051102037,614.0,15.93
452,Cornwall,Prince Edward Island,2021A00051102085,6574.0,28.21
453,Crapaud,Prince Edward Island,2021A00051102034,361.0,2.1
454,"Crapaud, Part 1",Prince Edward Island,2021A00051102018,1564.0,152.45
455,Crossroads,Prince Edward Island,2021A00051102010,1859.0,53.3
456,Darlington,Prince Edward Island,2021A00051102035,99.0,7.72
457,"East River, Part 1",Prince Edward Island,2021A00051102064,2307.0,211.17
458,Hampshire,Prince Edward Island,2021A00051102021,339.0,13.52
459,Hazelbrook,Prince Edward Island,2021A00051102011,220.0,8.09
460,Hunter River,Prince Edward Island,2021A00051102043,390.0,6.04
461,Johnstons River,Prince Edward Island,2021A00051102015,371.0,9.45
462,"Kensington, Part 2",Prince Edward Island,2021A00051102066,549.0,51.27
463,Kingston,Prince Edward Island,2021A00051102022,1111.0,48.38
464,Miltonvale Park,Prince Edward Island,2021A00051102040,1196.0,35.13
465,Montague,Prince Edward Island,2021A00051102005,74.0,30.21
466,Mount Stewart,Prince Edward Island,2021A00051102059,226.0,1.52
467,"Murray River, Part 2",Prince Edward Island,2021A00051102003,346.0,38.87
468,New Glasgow,Prince Edward Island,2021A00051102017,4277.0,256.13
469,New London,Prince Edward Island,2021A00051102071,1521.0,94.72
470,North River,Prince Edward Island,2021A00051102072,157.0,17.19
471,North Rustico,Prince Edward Island,2021A00051102019,327.0,6.56
472,North Rustico,Prince Edward Island,2021A00051102046,648.0,2.64
473,North Shore,Prince Edward Island,2021A00051102067,2500.0,71.13
474,North Shore,Prince Edward Island,2021A00051102073,1475.0,48.27
475,North Wiltshire,Prince Edward Island,2021A00051102020,176.0,12.43
476,Rocky Point 3,Prince Edward Island,2021A00051102030,47.0,0.04
477,Scotchfort 4,Prince Edward Island,2021A00051102057,230.0,1.43
478,"Stanley Bridge, Hope River, Bayview, Cavendish and North Rustico",Prince Edward Island,2021A00051102045,359.0,36.1
479,Stratford,Prince Edward Island,2021A00051102080,10927.0,22.67
480,Union Road,Prince Edward Island,2021A00051102050,213.0,10.33
481,Vernon River,Prince Edward Island,2021A00051102016,2499.0,221.94
482,Victoria,Prince Edward Island,2021A00051102032,139.0,1.44
483,Warren Grove,Prince Edward Island,2021A00051102070,374.0,10.16
484,West River,Prince Edward Island,2021A00051102068,3473.0,121.62
485,Winsloe North,Prince Edward Island,2021A00051102069,337.0,11.58
486,York,Prince Edward Island,2021A00051102061,387.0,12.27
488,Annapolis,Nova Scotia,2021A00031205,21252.0,3183.23
489,Annapolis Royal,Nova Scotia,2021A00051205008,530.0,1.98
490,"Annapolis, Subd. A",Nova Scotia,2021A00051205004,5980.0,612.44
491,"Annapolis, Subd. B",Nova Scotia,2021A00051205009,4587.0,377.16
492,"Annapolis, Subd. C",Nova Scotia,2021A00051205014,5218.0,206.51
493,"Annapolis, Subd. D",Nova Scotia,2021A00051205001,3049.0,1976.25
494,Bear River (Part) 6,Nova Scotia,2021A00051205002,0.0,3.1
495,Bear River 6B,Nova Scotia,2021A00051205006,15.0,0.24
496,Middleton,Nova Scotia,2021A00051205016,1873.0,5.55
497,Antigonish,Nova Scotia,2021A00031214,20129.0,1456.42
498,Antigonish,Nova Scotia,2021A00051214002,4656.0,4.98
499,"Antigonish, Subd. A",Nova Scotia,2021A00051214001,8963.0,926.43
500,"Antigonish, Subd. B",Nova Scotia,2021A00051214006,6138.0,522.29
501,Paqtnkek-Niktuek No. 23,Nova Scotia,2021A00051214010,372.0,2.71
502,Cape Breton,Nova Scotia,2021A00031217,98318.0,2457.21
503,Cape Breton,Nova Scotia,2021A00051217030,93694.0,2419.7
504,Eskasoni 3,Nova Scotia,2021A00051217020,3521.0,36.03
505,Membertou 28B,Nova Scotia,2021A00051217008,1103.0,1.48
506,Colchester,Nova Scotia,2021A00031210,51476.0,3627.5
507,"Colchester, Subd. A",Nova Scotia,2021A00051210012,3762.0,877.35
508,"Colchester, Subd. B",Nova Scotia,2021A00051210008,19806.0,1248.24
509,"Colchester, Subd. C",Nova Scotia,2021A00051210001,12476.0,1443.12
510,Millbrook 27,Nova Scotia,2021A00051210003,921.0,3.65
511,Stewiacke,Nova Scotia,2021A00051210002,1557.0,17.62
512,Truro,Nova Scotia,2021A00051210006,12954.0,37.52
513,Cumberland,Nova Scotia,2021A00031211,30538.0,4275.77
514,Amherst,Nova Scotia,2021A00051211011,9404.0,12.07
515,"Cumberland, Subd. A",Nova Scotia,2021A00051211001,3201.0,1135.55
516,"Cumberland, Subd. B",Nova Scotia,2021A00051211006,6786.0,1168.37
517,"Cumberland, Subd. C",Nova Scotia,2021A00051211009,5694.0,896.22
518,"Cumberland, Subd. D",Nova Scotia,2021A00051211014,4283.0,1052.9
519,Oxford,Nova Scotia,2021A00051211012,1170.0,10.68
520,Digby,Nova Scotia,2021A00031203,17062.0,2512.28
521,Bear River (Part) 6,Nova Scotia,2021A00051203009,141.0,3.4
522,Clare,Nova Scotia,2021A00051203001,7678.0,851.14
523,Digby,Nova Scotia,2021A00051203004,7242.0,1654.59
524,Digby,Nova Scotia,2021A00051203006,2001.0,3.16
525,Guysborough,Nova Scotia,2021A00031213,7373.0,4037.16
526,Guysborough,Nova Scotia,2021A00051213004,4585.0,2115.25
527,Mulgrave,Nova Scotia,2021A00051213008,627.0,17.83
528,St. Mary's,Nova Scotia,2021A00051213001,2161.0,1904.08
529,Halifax,Nova Scotia,2021A00031209,440072.0,5477.53
530,Beaver Lake 17,Nova Scotia,2021A00051209037,20.0,0.83
531,Cole Harbour 30,Nova Scotia,2021A00051209019,208.0,0.19
532,Halifax,Nova Scotia,2021A00051209034,439819.0,5475.57
533,Sheet Harbour 36,Nova Scotia,2021A00051209038,10.0,0.5
534,Wallace Hills 14A,Nova Scotia,2021A00051209800,15.0,0.44
535,Hants,Nova Scotia,2021A00031208,45140.0,3049.18
536,East Hants,Nova Scotia,2021A00051208008,22892.0,1786.53
537,Indian Brook 14,Nova Scotia,2021A00051208014,2739.0,12.15
538,West Hants,Nova Scotia,2021A00051208003,19509.0,1250.5
539,Inverness,Nova Scotia,2021A00031215,17346.0,3817.61
540,"Inverness, Subd. A",Nova Scotia,2021A00051215011,5207.0,2017.79
541,"Inverness, Subd. B",Nova Scotia,2021A00051215006,4865.0,751.9
542,"Inverness, Subd. C",Nova Scotia,2021A00051215001,3167.0,1025.65
543,Malagawatch 4,Nova Scotia,2021A00051215005,20.0,6.69
544,Port Hawkesbury,Nova Scotia,2021A00051215002,3210.0,8.1
545,Whycocomagh 2,Nova Scotia,2021A00051215008,877.0,7.48
546,Kings,Nova Scotia,2021A00031207,62914.0,2120.31
547,Annapolis Valley First Nation,Nova Scotia,2021A00051207002,743.0,0.65
548,Berwick,Nova Scotia,2021A00051207004,2455.0,6.53
549,Glooscap 35,Nova Scotia,2021A00051207027,111.0,1.71
550,Kentville,Nova Scotia,2021A00051207012,6630.0,17.08
551,"Kings, Subd. A",Nova Scotia,2021A00051207001,22355.0,1233.05
552,"Kings, Subd. B",Nova Scotia,2021A00051207016,11951.0,346.02
553,"Kings, Subd. C",Nova Scotia,2021A00051207011,8348.0,243.95
554,"Kings, Subd. D",Nova Scotia,2021A00051207021,5264.0,264.86
555,Wolfville,Nova Scotia,2021A00051207024,5057.0,6.46
556,Lunenburg,Nova Scotia,2021A00031206,48599.0,2906.47
557,Bridgewater,Nova Scotia,2021A00051206004,8790.0,13.63
558,Chester,Nova Scotia,2021A00051206009,10693.0,1120.61
559,Gold River 21,Nova Scotia,2021A00051206011,81.0,2.79
560,Lunenburg,Nova Scotia,2021A00051206001,25545.0,1757.79
561,Lunenburg,Nova Scotia,2021A00051206006,2396.0,4.04
562,Mahone Bay,Nova Scotia,2021A00051206008,1064.0,3.12
563,New Ross 20,Nova Scotia,2021A00051206016,0.0,4.05
564,Pennal 19,Nova Scotia,2021A00051206014,30.0,0.44
565,Pictou,Nova Scotia,2021A00031212,43657.0,2844.1
566,Fisher's Grant 24,Nova Scotia,2021A00051212019,449.0,1.54
567,Merigomish Harbour 31,Nova Scotia,2021A00051212023,0.0,0.23
568,New Glasgow,Nova Scotia,2021A00051212014,9471.0,9.96
569,Pictou,Nova Scotia,2021A00051212004,3107.0,7.99
570,"Pictou, Subd. A",Nova Scotia,2021A00051212001,6153.0,769.64
571,"Pictou, Subd. B",Nova Scotia,2021A00051212006,6137.0,770.57
572,"Pictou, Subd. C",Nova Scotia,2021A00051212011,8386.0,1254.87
573,Stellarton,Nova Scotia,2021A00051212009,4007.0,8.99
574,Trenton,Nova Scotia,2021A00051212016,2407.0,6.07
575,Westville,Nova Scotia,2021A00051212008,3540.0,14.24
576,Queens,Nova Scotia,2021A00031204,10501.0,2393.44
577,Medway River 11,Nova Scotia,2021A00051204001,15.0,0.06
578,Ponhook Lake 10,Nova Scotia,2021A00051204009,15.0,1.11
579,Queens,Nova Scotia,2021A00051204010,10422.0,2387.52
580,Wildcat 12,Nova Scotia,2021A00051204015,49.0,4.74
581,Richmond,Nova Scotia,2021A00031216,8914.0,1246.08
582,Chapel Island 5,Nova Scotia,2021A00051216014,405.0,5.62
583,"Richmond, Subd. A",Nova Scotia,2021A00051216006,3763.0,464.88
584,"Richmond, Subd. B",Nova Scotia,2021A00051216011,1610.0,646.26
585,"Richmond, Subd. C",Nova Scotia,2021A00051216001,3136.0,129.32
586,Shelburne,Nova Scotia,2021A00031201,13704.0,2462.58
587,Barrington,Nova Scotia,2021A00051201001,6523.0,631.98
588,Clark's Harbour,Nova Scotia,2021A00051201004,725.0,2.82
589,Lockeport,Nova Scotia,2021A00051201009,476.0,2.32
590,Shelburne,Nova Scotia,2021A00051201006,4336.0,1816.71
591,Shelburne,Nova Scotia,2021A00051201008,1644.0,8.75
592,Victoria,Nova Scotia,2021A00031218,7441.0,2836.19
593,"Victoria, Subd. A",Nova Scotia,2021A00051218006,2673.0,1603.85
594,"Victoria, Subd. B",Nova Scotia,2021A00051218001,4077.0,1228.63
595,Wagmatcook 1,Nova Scotia,2021A00051218003,691.0,3.72
596,Yarmouth,Nova Scotia,2021A00031202,24947.0,2121.64
597,Argyle,Nova Scotia,2021A00051202001,7870.0,1526.07
598,Yarmouth,Nova Scotia,2021A00051202004,10067.0,584.69
599,Yarmouth,Nova Scotia,2021A00051202006,6829.0,10.57
600,Yarmouth 33,Nova Scotia,2021A00051202040,181.0,0.31
602,Albert,New Brunswick,2021A00031306,30749.0,1806.23
603,Alma,New Brunswick,2021A00051306006,282.0,47.64
604,Alma,New Brunswick,2021A00051306007,5.0,222.74
605,Coverdale,New Brunswick,2021A00051306014,4766.0,236.0
606,Elgin,New Brunswick,2021A00051306008,1064.0,519.54
607,Harvey,New Brunswick,2021A00051306004,358.0,276.85
608,Hillsborough,New Brunswick,2021A00051306011,1397.0,304.03
609,Hillsborough,New Brunswick,2021A00051306025,1348.0,12.81
610,Hopewell,New Brunswick,2021A00051306001,597.0,149.14
611,Riverside-Albert,New Brunswick,2021A00051306003,348.0,3.39
612,Riverview,New Brunswick,2021A00051306020,20584.0,34.1
613,Carleton,New Brunswick,2021A00031311,26360.0,3309.06
614,Aberdeen,New Brunswick,2021A00051311026,812.0,444.88
615,Bath,New Brunswick,2021A00051311030,440.0,2.0
616,Brighton,New Brunswick,2021A00051311011,1596.0,509.3
617,Centreville,New Brunswick,2021A00051311019,508.0,2.67
618,Florenceville-Bristol,New Brunswick,2021A00051311027,1573.0,15.74
619,Hartland,New Brunswick,2021A00051311012,933.0,9.5
620,Kent,New Brunswick,2021A00051311028,1966.0,839.76
621,Northampton,New Brunswick,2021A00051311008,1875.0,243.31
622,Peel,New Brunswick,2021A00051311024,1198.0,112.74
623,Richmond,New Brunswick,2021A00051311001,1456.0,258.8
624,Simonds,New Brunswick,2021A00051311021,514.0,75.57
625,Wakefield,New Brunswick,2021A00051311014,2722.0,196.31
626,Wicklow,New Brunswick,2021A00051311031,1591.0,195.5
627,Wilmot,New Brunswick,2021A00051311018,969.0,191.4
628,Woodstock,New Brunswick,2021A00051311004,2219.0,194.83
629,Woodstock,New Brunswick,2021A00051311006,5553.0,14.96
630,Woodstock 23,New Brunswick,2021A00051311005,435.0,1.8
631,Charlotte,New Brunswick,2021A00031302,26015.0,3418.24
632,Blacks Harbour,New Brunswick,2021A00051302012,907.0,9.02
633,Campobello Island,New Brunswick,2021A00051302004,949.0,39.59
634,Clarendon,New Brunswick,2021A00051302014,66.0,492.11
635,Dufferin,New Brunswick,2021A00051302031,565.0,12.34
636,Dumbarton,New Brunswick,2021A00051302044,346.0,373.2
637,Grand Manan,New Brunswick,2021A00051302001,139.0,5.96
638,Grand Manan,New Brunswick,2021A00051302052,2595.0,150.56
639,Lepreau,New Brunswick,2021A00051302008,803.0,209.52
640,Pennfield,New Brunswick,2021A00051302011,2222.0,363.75
641,Saint Andrews,New Brunswick,2021A00051302024,550.0,24.27
642,Saint Andrews,New Brunswick,2021A00051302026,2048.0,8.35
643,Saint Croix,New Brunswick,2021A00051302028,648.0,78.6
